index_aleatoire;sexe;age_client;enfant_conduite_accompagnee;enfants;tranches_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tranches_devis
524;M;59;Non;Non;[> 100k€];Private;Minivan;no;7;22;Highly Urban/ Urban;26/03/2022 09:04;complet;dev_integral;[200€ - 400€]
525;M;52;Non;Oui;[< 20k€];Private;Minivan;yes;2;1;Highly Urban/ Urban;10/03/2022 20:21;complet;dev_express;[200€ - 400€]
526;M;42;Oui;Oui;[> 100k€];Private;Minivan;yes;0;14;Highly Urban/ Urban;12/03/2022 22:34;complet;dev_premium;[400€ - 600€]
527;M;47;Non;Non;[60k€ - 80k€];Commercial;Van;yes;5;0;Highly Urban/ Urban;30/05/2022 12:05;complet;dev_express;[200€ - 400€]
528;M;49;Non;Non;[60k€ - 80k€];Commercial;Panel Truck;yes;0;1;Highly Urban/ Urban;28/05/2022 06:19;complet;dev_integral;[200€ - 400€]
529;M;21;Non;Non;[20k€ - 40k€];Private;Minivan;no;4;4;z_Highly Rural/ Rural;01/05/2022 00:26;complet;dev_integral;[200€ - 400€]
530;M;88;Oui;Non;[40k€ - 60k€];Private;Minivan;no;0;1;z_Highly Rural/ Rural;08/05/2022 18:08;complet;dev_integral;[200€ - 400€]
531;M;24;Non;Oui;[< 20k€];Commercial;z_SUV;no;3;1;Highly Urban/ Urban;21/01/2022 14:17;complet;dev_integral;[200€ - 400€]
532;F;4;Non;Non;[60k€ - 80k€];Private;Sports Car;no;0;12;z_Highly Rural/ Rural;28/03/2022 12:26;complet;dev_integral;[200€ - 400€]
533;M;16;Non;Non;[< 20k€];Private;Sports Car;no;0;10;Highly Urban/ Urban;13/04/2022 11:26;complet;dev_integral;[200€ - 400€]
534;M;3;Non;Non;[> 100k€];Commercial;Panel Truck;no;0;5;Highly Urban/ Urban;07/04/2022 15:44;complet;dev_integral;[200€ - 400€]
535;M;83;Non;Oui;[> 100k€];Private;z_SUV;no;0;15;Highly Urban/ Urban;05/03/2022 04:31;complet;dev_integral;[200€ - 400€]
536;F;59;Oui;Oui;[40k€ - 60k€];Private;z_SUV;no;9;6;Highly Urban/ Urban;23/05/2022 14:29;complet;dev_integral;[200€ - 400€]
537;F;20;Non;Oui;[80k€ - 100k€];Commercial;Panel Truck;yes;0;24;Highly Urban/ Urban;24/04/2022 21:41;complet;dev_premium;[400€ - 600€]
538;M;63;Non;Non;[40k€ - 60k€];Commercial;Minivan;yes;0;8;Highly Urban/ Urban;13/03/2022 10:35;complet;dev_express;[200€ - 400€]
539;F;52;Non;Non;[40k€ - 60k€];Private;Minivan;no;4;6;Highly Urban/ Urban;01/02/2022 04:48;complet;dev_express;[200€ - 400€]
540;M;48;Oui;Oui;[> 100k€];Commercial;Van;yes;0;11;z_Highly Rural/ Rural;24/03/2022 05:03;complet;dev_integral;[200€ - 400€]
541;F;6;Non;Non;[< 20k€];Private;Pickup;yes;0;17;z_Highly Rural/ Rural;31/05/2022 11:14;complet;dev_express;[200€ - 400€]
542;F;82;Non;Non;[> 100k€];Commercial;z_SUV;no;4;10;Highly Urban/ Urban;08/04/2022 12:44;complet;dev_premium;[400€ - 600€]
543;F;29;Non;Non;[80k€ - 100k€];Private;Minivan;no;2;15;Highly Urban/ Urban;26/04/2022 15:04;complet;dev_integral;[200€ - 400€]
544;M;44;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;3;6;Highly Urban/ Urban;23/05/2022 01:28;complet;dev_express;[200€ - 400€]
545;F;58;Non;Non;[60k€ - 80k€];Private;Minivan;no;2;1;Highly Urban/ Urban;09/04/2022 15:27;complet;dev_integral;[200€ - 400€]
546;F;51;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;0;5;z_Highly Rural/ Rural;03/04/2022 22:13;complet;dev_integral;[200€ - 400€]
547;M;67;Non;Oui;[> 100k€];Private;Minivan;no;8;15;Highly Urban/ Urban;27/01/2022 16:51;complet;dev_integral;[200€ - 400€]
548;M;20;Non;Non;[60k€ - 80k€];Private;Minivan;yes;5;10;Highly Urban/ Urban;21/04/2022 12:08;complet;dev_express;[200€ - 400€]
549;M;50;Non;Non;[< 20k€];Private;Minivan;no;3;5;z_Highly Rural/ Rural;29/05/2022 10:50;complet;dev_express;[200€ - 400€]
550;M;7;Non;Non;[60k€ - 80k€];Private;Pickup;yes;1;12;Highly Urban/ Urban;16/03/2022 09:04;complet;dev_integral;[200€ - 400€]
551;M;58;Non;Oui;[60k€ - 80k€];Private;Pickup;no;1;14;Highly Urban/ Urban;27/01/2022 03:55;complet;dev_premium;[400€ - 600€]
552;F;28;Non;Oui;[80k€ - 100k€];Private;Sports Car;no;0;0;Highly Urban/ Urban;17/03/2022 21:10;complet;dev_integral;[200€ - 400€]
553;F;35;Non;Oui;[< 20k€];Private;Sports Car;no;2;8;Highly Urban/ Urban;28/04/2022 20:05;complet;dev_premium;[400€ - 600€]
554;M;71;Non;Non;[60k€ - 80k€];Commercial;Pickup;yes;4;7;Highly Urban/ Urban;11/05/2022 10:53;complet;dev_integral;[200€ - 400€]
555;M;3;Non;Oui;[< 20k€];Commercial;z_SUV;no;0;10;Highly Urban/ Urban;10/02/2022 20:24;complet;dev_premium;[400€ - 600€]
556;F;56;Non;Non;[60k€ - 80k€];Private;z_SUV;no;2;10;Highly Urban/ Urban;06/03/2022 05:04;complet;dev_integral;[200€ - 400€]
557;F;19;Non;Oui;[> 100k€];Commercial;Panel Truck;no;3;3;Highly Urban/ Urban;05/03/2022 20:32;complet;dev_integral;[200€ - 400€]
558;F;55;Non;Non;[40k€ - 60k€];Private;z_SUV;no;3;8;Highly Urban/ Urban;21/03/2022 04:50;complet;dev_integral;[200€ - 400€]
559;F;75;Non;Non;[20k€ - 40k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;10/01/2022 23:47;complet;dev_integral;[200€ - 400€]
560;F;22;Non;Oui;[< 20k€];Commercial;z_SUV;no;1;7;Highly Urban/ Urban;21/01/2022 09:35;complet;dev_express;[200€ - 400€]
561;F;71;Non;Non;[80k€ - 100k€];Private;Minivan;yes;2;19;Highly Urban/ Urban;01/02/2022 06:20;complet;dev_integral;[200€ - 400€]
562;M;7;Non;Oui;[< 20k€];Commercial;Van;yes;0;1;z_Highly Rural/ Rural;13/01/2022 11:51;complet;dev_integral;[200€ - 400€]
563;F;64;Non;Non;[20k€ - 40k€];Private;z_SUV;no;3;9;Highly Urban/ Urban;29/03/2022 05:23;complet;dev_integral;[200€ - 400€]
564;F;86;Non;Non;[20k€ - 40k€];Private;z_SUV;no;1;10;z_Highly Rural/ Rural;25/02/2022 17:41;complet;dev_integral;[200€ - 400€]
565;M;34;Non;Non;[40k€ - 60k€];Commercial;Sports Car;yes;0;7;Highly Urban/ Urban;18/05/2022 16:18;complet;dev_express;[200€ - 400€]
566;F;59;Non;Oui;[40k€ - 60k€];Private;Minivan;no;0;0;Highly Urban/ Urban;26/03/2022 22:33;complet;dev_premium;[200€ - 400€]
567;M;8;Oui;Oui;[40k€ - 60k€];Commercial;Sports Car;no;2;1;Highly Urban/ Urban;23/05/2022 03:25;complet;dev_integral;[200€ - 400€]
568;F;51;Non;Non;[> 100k€];Private;Minivan;no;0;13;Highly Urban/ Urban;30/03/2022 17:24;complet;dev_express;[200€ - 400€]
569;M;15;Non;Oui;[< 20k€];Private;Sports Car;no;0;1;z_Highly Rural/ Rural;13/04/2022 17:06;complet;dev_premium;[400€ - 600€]
570;F;39;Non;Non;[20k€ - 40k€];Commercial;Pickup;no;3;0;z_Highly Rural/ Rural;20/05/2022 03:29;complet;dev_express;[200€ - 400€]
571;M;32;Non;Non;[60k€ - 80k€];Private;z_SUV;no;2;12;Highly Urban/ Urban;20/04/2022 10:04;complet;dev_express;[200€ - 400€]
572;M;75;Non;Oui;[< 20k€];Commercial;z_SUV;no;9;1;Highly Urban/ Urban;22/04/2022 14:21;complet;dev_integral;[200€ - 400€]
573;M;39;Oui;Oui;[> 100k€];Private;z_SUV;no;4;6;z_Highly Rural/ Rural;17/01/2022 08:07;complet;dev_premium;[200€ - 400€]
574;M;90;Non;Non;[80k€ - 100k€];Private;z_SUV;no;2;15;Highly Urban/ Urban;24/02/2022 00:48;complet;dev_express;[200€ - 400€]
575;F;46;Non;Non;[20k€ - 40k€];Private;Minivan;yes;0;8;Highly Urban/ Urban;21/05/2022 17:50;complet;dev_premium;[200€ - 400€]
576;F;41;Non;Non;[80k€ - 100k€];Commercial;Panel Truck;yes;0;16;z_Highly Rural/ Rural;03/04/2022 15:51;complet;dev_integral;[200€ - 400€]
577;M;83;Non;Non;[> 100k€];Private;Minivan;yes;0;18;z_Highly Rural/ Rural;04/03/2022 08:26;complet;dev_express;[200€ - 400€]
578;F;61;Non;Non;[60k€ - 80k€];Private;Van;no;4;12;Highly Urban/ Urban;30/01/2022 10:23;complet;dev_express;[200€ - 400€]
579;M;8;Non;Oui;[< 20k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;18/03/2022 05:26;complet;dev_express;[200€ - 400€]
580;F;46;Non;Non;[> 100k€];Private;Sports Car;no;0;18;Highly Urban/ Urban;15/01/2022 15:51;complet;dev_premium;[400€ - 600€]
581;M;64;Non;Oui;[40k€ - 60k€];Private;z_SUV;no;0;5;Highly Urban/ Urban;19/02/2022 06:28;complet;dev_express;[200€ - 400€]
582;M;75;Non;Non;[> 100k€];Private;Minivan;no;2;19;Highly Urban/ Urban;27/02/2022 06:06;complet;dev_integral;[200€ - 400€]
583;F;29;Oui;Oui;[< 20k€];Private;Sports Car;no;3;6;Highly Urban/ Urban;11/01/2022 12:37;complet;dev_express;[200€ - 400€]
584;F;18;Non;Non;[60k€ - 80k€];Private;z_SUV;no;0;1;Highly Urban/ Urban;13/02/2022 20:08;complet;dev_integral;[200€ - 400€]
585;F;58;Non;Non;[> 100k€];Private;Minivan;yes;0;19;Highly Urban/ Urban;22/03/2022 00:59;complet;dev_integral;[200€ - 400€]
586;M;58;Non;Non;[20k€ - 40k€];Private;Minivan;no;0;12;z_Highly Rural/ Rural;04/02/2022 03:00;complet;dev_express;[200€ - 400€]
587;F;67;Non;Oui;[< 20k€];Private;Sports Car;no;5;4;Highly Urban/ Urban;08/04/2022 21:31;complet;dev_express;[200€ - 400€]
588;M;71;Non;Oui;[20k€ - 40k€];Commercial;z_SUV;no;0;8;z_Highly Rural/ Rural;06/03/2022 05:37;complet;dev_premium;[400€ - 600€]
589;F;68;Non;Non;[20k€ - 40k€];Private;Minivan;no;0;7;z_Highly Rural/ Rural;10/01/2022 09:54;complet;dev_express;[200€ - 400€]
590;F;75;Non;Non;[> 100k€];Commercial;Panel Truck;yes;0;17;Highly Urban/ Urban;15/02/2022 23:56;complet;dev_express;[200€ - 400€]
591;M;42;Oui;Oui;[> 100k€];Commercial;Pickup;yes;4;18;Highly Urban/ Urban;11/04/2022 09:32;complet;dev_integral;[200€ - 400€]
592;M;87;Non;Oui;[40k€ - 60k€];Commercial;Panel Truck;yes;2;8;Highly Urban/ Urban;04/04/2022 09:50;complet;dev_integral;[200€ - 400€]
593;F;45;Non;Oui;[< 20k€];Private;Minivan;no;4;8;Highly Urban/ Urban;24/01/2022 07:06;complet;dev_express;[200€ - 400€]
594;F;80;Non;Oui;[> 100k€];Private;z_SUV;no;0;13;Highly Urban/ Urban;06/05/2022 04:55;complet;dev_premium;[400€ - 600€]
595;M;87;Non;Non;[> 100k€];Private;Minivan;yes;2;14;Highly Urban/ Urban;01/03/2022 11:59;complet;dev_integral;[200€ - 400€]
596;F;56;Non;Non;[40k€ - 60k€];Private;Van;no;3;13;Highly Urban/ Urban;07/05/2022 12:43;complet;dev_express;[200€ - 400€]
597;M;44;Non;Non;[> 100k€];Private;Minivan;yes;2;12;Highly Urban/ Urban;12/04/2022 15:22;complet;dev_integral;[200€ - 400€]
598;F;65;Non;Non;[> 100k€];Private;z_SUV;no;0;15;Highly Urban/ Urban;09/03/2022 15:11;complet;dev_integral;[200€ - 400€]
599;M;79;Non;Non;[40k€ - 60k€];Private;Minivan;yes;0;9;Highly Urban/ Urban;16/02/2022 23:56;complet;dev_express;[200€ - 400€]
600;M;21;Non;Oui;[< 20k€];Private;Minivan;yes;3;1;Highly Urban/ Urban;21/05/2022 16:52;complet;dev_integral;[200€ - 400€]
601;F;0;Oui;Oui;[> 100k€];Commercial;Van;yes;0;0;Highly Urban/ Urban;11/05/2022 14:01;complet;dev_express;[200€ - 400€]
602;F;19;Non;Non;[< 20k€];Private;Minivan;yes;0;4;Highly Urban/ Urban;12/03/2022 18:17;complet;dev_express;[200€ - 400€]
603;M;91;Non;Non;[< 20k€];Private;z_SUV;no;1;9;z_Highly Rural/ Rural;29/03/2022 02:50;complet;dev_integral;[200€ - 400€]
604;M;28;Non;Non;[< 20k€];Private;Minivan;yes;0;22;Highly Urban/ Urban;23/02/2022 20:23;complet;dev_integral;[200€ - 400€]
605;M;2;Non;Oui;[80k€ - 100k€];Private;z_SUV;no;0;14;Highly Urban/ Urban;08/04/2022 00:39;complet;dev_integral;[200€ - 400€]
606;M;15;Non;Non;[> 100k€];Private;Minivan;no;3;0;Highly Urban/ Urban;25/05/2022 18:59;complet;dev_express;[200€ - 400€]
607;M;81;Non;Non;[40k€ - 60k€];Private;z_SUV;no;5;15;Highly Urban/ Urban;19/02/2022 05:07;complet;dev_premium;[400€ - 600€]
608;M;54;Non;Non;[< 20k€];Commercial;z_SUV;no;1;7;Highly Urban/ Urban;27/02/2022 16:55;complet;dev_express;[200€ - 400€]
609;F;66;Non;Non;[60k€ - 80k€];Private;Minivan;no;5;0;Highly Urban/ Urban;18/01/2022 16:49;complet;dev_express;[200€ - 400€]
610;M;18;Non;Non;[20k€ - 40k€];Commercial;Pickup;no;1;1;Highly Urban/ Urban;27/04/2022 15:06;complet;dev_express;[200€ - 400€]
611;M;50;Non;Oui;[20k€ - 40k€];Private;Minivan;no;1;10;Highly Urban/ Urban;12/05/2022 14:47;complet;dev_express;[200€ - 400€]
612;M;63;Non;Non;[60k€ - 80k€];Private;Minivan;no;1;16;z_Highly Rural/ Rural;06/01/2022 06:03;complet;dev_premium;[400€ - 600€]
613;M;26;Non;Non;[> 100k€];Private;Pickup;yes;0;1;Highly Urban/ Urban;01/03/2022 15:58;complet;dev_integral;[200€ - 400€]
614;F;68;Non;Non;[< 20k€];Private;Minivan;yes;0;1;Highly Urban/ Urban;18/03/2022 03:20;complet;dev_premium;[200€ - 400€]
615;M;56;Non;Non;[60k€ - 80k€];Private;Minivan;yes;0;12;Highly Urban/ Urban;10/05/2022 05:21;complet;dev_integral;[200€ - 400€]
616;F;35;Non;Non;[> 100k€];Commercial;Panel Truck;yes;3;19;Highly Urban/ Urban;06/02/2022 04:58;complet;dev_integral;[200€ - 400€]
617;M;60;Non;Oui;[> 100k€];Commercial;Panel Truck;no;4;8;Highly Urban/ Urban;22/03/2022 14:39;complet;dev_express;[200€ - 400€]
618;F;10;Non;Non;[40k€ - 60k€];Commercial;z_SUV;no;0;12;Highly Urban/ Urban;04/02/2022 19:41;complet;dev_express;[200€ - 400€]
619;F;72;Non;Oui;[> 100k€];Commercial;Panel Truck;yes;0;7;Highly Urban/ Urban;22/02/2022 03:31;complet;dev_premium;[200€ - 400€]
620;F;26;Non;Non;[> 100k€];Private;Pickup;no;2;10;Highly Urban/ Urban;12/01/2022 00:48;complet;dev_integral;[200€ - 400€]
621;M;75;Non;Non;[80k€ - 100k€];Commercial;Minivan;yes;11;7;Highly Urban/ Urban;11/04/2022 13:58;complet;dev_express;[200€ - 400€]
622;M;35;Oui;Oui;[> 100k€];Commercial;Van;no;4;9;Highly Urban/ Urban;11/05/2022 02:14;complet;dev_express;[200€ - 400€]
623;M;88;Non;Non;[< 20k€];Commercial;Pickup;yes;3;1;Highly Urban/ Urban;04/03/2022 01:37;complet;dev_express;[200€ - 400€]
624;F;13;Non;Non;[> 100k€];Commercial;Panel Truck;no;1;12;Highly Urban/ Urban;23/05/2022 10:42;complet;dev_express;[200€ - 400€]
625;M;31;Non;Non;[40k€ - 60k€];Private;Sports Car;no;0;21;Highly Urban/ Urban;24/02/2022 13:26;complet;dev_express;[200€ - 400€]
626;F;51;Non;Non;[60k€ - 80k€];Commercial;Van;yes;5;1;Highly Urban/ Urban;19/02/2022 23:44;complet;dev_integral;[200€ - 400€]
627;F;80;Non;Oui;[60k€ - 80k€];Private;Sports Car;no;0;0;Highly Urban/ Urban;26/05/2022 01:56;complet;dev_integral;[200€ - 400€]
628;M;55;Oui;Oui;[< 20k€];Private;Minivan;yes;2;7;z_Highly Rural/ Rural;21/05/2022 16:11;complet;dev_integral;[200€ - 400€]
629;M;35;Non;Non;[20k€ - 40k€];Private;Pickup;yes;0;10;Highly Urban/ Urban;08/04/2022 01:47;complet;dev_integral;[200€ - 400€]
630;M;4;Non;Oui;[20k€ - 40k€];Private;Pickup;yes;0;17;Highly Urban/ Urban;24/05/2022 02:16;complet;dev_express;[200€ - 400€]
631;M;81;Non;Oui;[40k€ - 60k€];Private;Sports Car;no;0;0;Highly Urban/ Urban;28/05/2022 16:47;complet;dev_express;[200€ - 400€]
632;M;67;Non;Non;[> 100k€];Commercial;Van;no;3;16;Highly Urban/ Urban;18/03/2022 04:49;complet;dev_integral;[200€ - 400€]
633;M;83;Non;Non;[> 100k€];Commercial;Panel Truck;no;2;13;Highly Urban/ Urban;27/04/2022 04:09;complet;dev_express;[200€ - 400€]
634;M;45;Non;Non;[40k€ - 60k€];Commercial;Van;no;1;12;Highly Urban/ Urban;23/04/2022 16:15;complet;dev_premium;[200€ - 400€]
635;F;80;Non;Oui;[20k€ - 40k€];Private;Sports Car;no;0;1;Highly Urban/ Urban;09/05/2022 23:43;complet;dev_express;[200€ - 400€]
636;F;81;Oui;Oui;[> 100k€];Commercial;Minivan;no;0;9;z_Highly Rural/ Rural;13/03/2022 01:10;complet;dev_express;[200€ - 400€]
637;F;69;Non;Non;[60k€ - 80k€];Private;Pickup;no;4;11;Highly Urban/ Urban;16/04/2022 00:13;complet;dev_integral;[200€ - 400€]
638;F;11;Non;Non;[80k€ - 100k€];Commercial;Panel Truck;yes;0;10;Highly Urban/ Urban;04/04/2022 00:54;complet;dev_express;[200€ - 400€]
639;F;57;Non;Oui;[20k€ - 40k€];Commercial;Pickup;no;0;1;Highly Urban/ Urban;14/05/2022 00:58;complet;dev_express;[200€ - 400€]
640;M;82;Non;Non;[< 20k€];Private;Sports Car;no;0;3;z_Highly Rural/ Rural;02/01/2022 10:07;complet;dev_express;[200€ - 400€]
641;F;10;Oui;Oui;[40k€ - 60k€];Commercial;Minivan;yes;0;10;Highly Urban/ Urban;11/04/2022 11:41;complet;dev_integral;[200€ - 400€]
642;M;19;Non;Non;[60k€ - 80k€];Commercial;Panel Truck;yes;1;4;z_Highly Rural/ Rural;09/05/2022 02:38;complet;dev_vip;[800€ - 1000€]
643;F;61;Non;Non;[60k€ - 80k€];Commercial;Van;yes;4;1;Highly Urban/ Urban;22/05/2022 10:59;complet;dev_premium;[400€ - 600€]
644;M;24;Oui;Oui;[80k€ - 100k€];Private;z_SUV;no;4;16;Highly Urban/ Urban;25/05/2022 20:36;complet;dev_express;[200€ - 400€]
645;F;35;Non;Non;[40k€ - 60k€];Commercial;z_SUV;no;5;12;z_Highly Rural/ Rural;18/05/2022 05:21;complet;dev_express;[200€ - 400€]
646;M;70;Non;Non;[80k€ - 100k€];Private;Minivan;yes;0;6;Highly Urban/ Urban;22/04/2022 07:51;complet;dev_express;[200€ - 400€]
647;F;86;Non;Non;[40k€ - 60k€];Commercial;Van;yes;1;8;Highly Urban/ Urban;04/03/2022 09:15;complet;dev_express;[200€ - 400€]
648;M;36;Non;Oui;[> 100k€];Private;z_SUV;no;5;14;Highly Urban/ Urban;19/03/2022 20:36;complet;dev_premium;[200€ - 400€]
649;M;79;Non;Non;[< 20k€];Private;Minivan;no;1;14;Highly Urban/ Urban;29/03/2022 10:10;complet;dev_integral;[200€ - 400€]
650;F;63;Non;Non;[20k€ - 40k€];Private;z_SUV;no;3;0;Highly Urban/ Urban;25/05/2022 05:18;complet;dev_express;[200€ - 400€]
651;F;14;Non;Oui;[< 20k€];Private;Minivan;yes;1;8;Highly Urban/ Urban;07/03/2022 13:17;complet;dev_express;[200€ - 400€]
652;F;71;Non;Non;[> 100k€];Private;Minivan;yes;1;11;Highly Urban/ Urban;22/01/2022 15:37;complet;dev_integral;[200€ - 400€]
653;M;31;Non;Non;[60k€ - 80k€];Private;Minivan;no;0;10;Highly Urban/ Urban;08/04/2022 06:36;complet;dev_premium;[400€ - 600€]
654;F;37;Non;Non;[20k€ - 40k€];Private;Minivan;no;0;7;Highly Urban/ Urban;06/04/2022 16:10;complet;dev_integral;[200€ - 400€]
655;F;8;Non;Non;[20k€ - 40k€];Private;z_SUV;no;2;1;Highly Urban/ Urban;17/01/2022 13:39;complet;dev_integral;[200€ - 400€]
656;F;57;Non;Non;[80k€ - 100k€];Private;Minivan;no;0;1;Highly Urban/ Urban;27/03/2022 17:51;complet;dev_integral;[200€ - 400€]
657;F;15;Non;Non;[60k€ - 80k€];Private;Sports Car;no;0;10;Highly Urban/ Urban;04/03/2022 16:27;complet;dev_express;[200€ - 400€]
658;F;86;Oui;Oui;[> 100k€];Private;Minivan;no;4;10;Highly Urban/ Urban;06/01/2022 03:41;complet;dev_vip;[600€ - 800€]
659;F;20;Non;Oui;[60k€ - 80k€];Commercial;z_SUV;no;0;8;Highly Urban/ Urban;04/02/2022 22:31;complet;dev_integral;[200€ - 400€]
660;M;84;Non;Oui;[80k€ - 100k€];Commercial;Pickup;no;4;16;Highly Urban/ Urban;24/03/2022 03:47;complet;dev_integral;[200€ - 400€]
661;F;17;Non;Oui;[80k€ - 100k€];Commercial;Minivan;yes;0;1;Highly Urban/ Urban;06/04/2022 01:42;complet;dev_integral;[200€ - 400€]
662;F;39;Non;Non;[40k€ - 60k€];Commercial;Pickup;yes;1;1;Highly Urban/ Urban;03/03/2022 19:35;complet;dev_integral;[200€ - 400€]
663;M;58;Non;Non;[40k€ - 60k€];Commercial;Pickup;no;2;10;Highly Urban/ Urban;25/04/2022 02:13;complet;dev_premium;[400€ - 600€]
664;F;71;Non;Non;[> 100k€];Private;Minivan;no;0;0;Highly Urban/ Urban;18/03/2022 02:48;complet;dev_integral;[200€ - 400€]
665;M;71;Oui;Oui;[80k€ - 100k€];Commercial;Minivan;no;0;9;z_Highly Rural/ Rural;17/04/2022 21:45;complet;dev_integral;[200€ - 400€]
666;M;82;Non;Non;[20k€ - 40k€];Private;z_SUV;no;1;8;z_Highly Rural/ Rural;03/01/2022 02:02;complet;dev_integral;[200€ - 400€]
667;M;3;Non;Oui;[60k€ - 80k€];Private;z_SUV;no;1;1;Highly Urban/ Urban;28/03/2022 01:18;complet;dev_premium;[400€ - 600€]
668;M;82;Oui;Oui;[60k€ - 80k€];Private;z_SUV;no;0;6;Highly Urban/ Urban;25/02/2022 05:46;complet;dev_integral;[200€ - 400€]
669;M;52;Non;Non;[> 100k€];Commercial;Panel Truck;yes;0;13;z_Highly Rural/ Rural;08/01/2022 11:44;complet;dev_integral;[200€ - 400€]
670;M;52;Non;Non;[60k€ - 80k€];Commercial;Van;yes;0;13;Highly Urban/ Urban;07/04/2022 18:39;complet;dev_premium;[400€ - 600€]
671;F;7;Non;Non;[20k€ - 40k€];Private;Pickup;yes;3;11;Highly Urban/ Urban;23/01/2022 02:06;complet;dev_integral;[200€ - 400€]
672;F;80;Non;Non;[80k€ - 100k€];Private;Pickup;no;0;0;Highly Urban/ Urban;05/04/2022 17:32;complet;dev_premium;[400€ - 600€]
673;F;59;Non;Non;[> 100k€];Commercial;Van;no;4;8;Highly Urban/ Urban;15/01/2022 03:03;complet;dev_premium;[200€ - 400€]
674;F;12;Non;Non;[80k€ - 100k€];Private;z_SUV;no;1;13;z_Highly Rural/ Rural;12/01/2022 10:58;complet;dev_integral;[200€ - 400€]
675;F;59;Non;Oui;[< 20k€];Commercial;Pickup;no;1;7;z_Highly Rural/ Rural;02/02/2022 05:11;complet;dev_integral;[200€ - 400€]
676;F;69;Non;Non;[60k€ - 80k€];Commercial;Minivan;no;1;1;z_Highly Rural/ Rural;30/03/2022 01:16;complet;dev_express;[200€ - 400€]
677;F;85;Non;Non;[< 20k€];Private;Van;yes;3;12;Highly Urban/ Urban;19/01/2022 01:48;complet;dev_integral;[200€ - 400€]
678;F;45;Non;Non;[40k€ - 60k€];Private;Pickup;yes;0;10;Highly Urban/ Urban;29/04/2022 03:01;complet;dev_integral;[200€ - 400€]
679;F;37;Non;Non;[> 100k€];Private;Minivan;no;0;17;Highly Urban/ Urban;15/04/2022 20:51;complet;dev_integral;[200€ - 400€]
680;F;13;Non;Oui;[60k€ - 80k€];Private;Pickup;no;3;21;Highly Urban/ Urban;01/02/2022 02:51;complet;dev_integral;[200€ - 400€]
681;F;51;Oui;Oui;[60k€ - 80k€];Private;Minivan;no;3;7;Highly Urban/ Urban;10/05/2022 11:14;complet;dev_premium;[400€ - 600€]
682;M;90;Oui;Oui;[60k€ - 80k€];Private;z_SUV;no;1;5;Highly Urban/ Urban;10/05/2022 11:42;complet;dev_premium;[400€ - 600€]
683;F;48;Non;Non;[20k€ - 40k€];Private;z_SUV;no;0;10;Highly Urban/ Urban;02/03/2022 22:19;complet;dev_express;[200€ - 400€]
684;M;72;Non;Non;[20k€ - 40k€];Private;z_SUV;no;4;3;Highly Urban/ Urban;19/04/2022 01:39;complet;dev_express;[200€ - 400€]
685;M;67;Non;Non;[40k€ - 60k€];Private;Pickup;no;0;16;Highly Urban/ Urban;22/03/2022 21:40;complet;dev_integral;[200€ - 400€]
686;F;69;Non;Non;[60k€ - 80k€];Private;z_SUV;no;0;12;Highly Urban/ Urban;07/01/2022 09:45;complet;dev_integral;[200€ - 400€]
687;M;81;Non;Non;[> 100k€];Private;Minivan;yes;0;11;Highly Urban/ Urban;25/04/2022 08:56;complet;dev_premium;[200€ - 400€]
688;F;39;Non;Non;[20k€ - 40k€];Commercial;Pickup;yes;0;10;z_Highly Rural/ Rural;25/01/2022 15:18;complet;dev_integral;[200€ - 400€]
689;F;24;Non;Non;[> 100k€];Commercial;Van;yes;2;0;Highly Urban/ Urban;13/01/2022 01:41;complet;dev_integral;[200€ - 400€]
690;F;90;Oui;Oui;[40k€ - 60k€];Private;Minivan;no;2;1;Highly Urban/ Urban;24/05/2022 21:07;complet;dev_express;[200€ - 400€]
691;M;51;Non;Oui;[40k€ - 60k€];Commercial;z_SUV;no;4;1;Highly Urban/ Urban;31/05/2022 03:31;complet;dev_express;[200€ - 400€]
692;F;18;Oui;Oui;[40k€ - 60k€];Private;Minivan;no;1;8;z_Highly Rural/ Rural;18/01/2022 05:21;complet;dev_integral;[200€ - 400€]
693;F;48;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;0;4;Highly Urban/ Urban;25/05/2022 06:02;complet;dev_integral;[200€ - 400€]
694;F;25;Non;Non;[80k€ - 100k€];Commercial;Panel Truck;no;0;0;z_Highly Rural/ Rural;08/02/2022 07:38;complet;dev_integral;[200€ - 400€]
695;F;80;Non;Non;[< 20k€];Private;Minivan;no;0;10;Highly Urban/ Urban;30/04/2022 22:26;complet;dev_express;[200€ - 400€]
696;F;70;Non;Oui;[60k€ - 80k€];Commercial;Van;no;0;5;Highly Urban/ Urban;24/05/2022 02:44;complet;dev_integral;[200€ - 400€]
697;F;72;Non;Non;[60k€ - 80k€];Private;z_SUV;no;0;18;Highly Urban/ Urban;08/05/2022 13:32;complet;dev_express;[200€ - 400€]
698;F;62;Non;Non;[> 100k€];Private;Minivan;yes;2;20;Highly Urban/ Urban;27/05/2022 05:18;complet;dev_express;[200€ - 400€]
